Wall time,Step,Value
1618903172.1188035,100,6.649009704589844
1618903194.6669369,200,6.607659816741943
1618903216.6814494,300,6.782776832580566
1618903238.2541118,400,6.614031791687012
1618903260.0853755,500,6.575088977813721
1618903282.0042744,600,6.943766117095947
1618903303.902006,700,6.818314552307129
1618903325.5959105,800,6.380749225616455
1618903347.398984,900,6.72191858291626
1618903369.153675,1000,6.537752628326416
1618903391.36403,1100,6.786031246185303
1618903413.1337006,1200,6.567887306213379
1618903435.2264364,1300,6.701098918914795
1618903456.9858303,1400,6.4959716796875
1618903478.8364275,1500,6.774044036865234
1618903500.6087718,1600,6.714191913604736
1618903522.478389,1700,6.469899654388428
1618903544.2764204,1800,6.562479019165039
1618903566.148539,1900,6.856446266174316
1618903587.9811432,2000,6.771855354309082
1618903610.415262,2100,6.655304908752441
1618903632.2179132,2200,6.512070178985596
1618903654.1173975,2300,6.847007751464844
1618903675.942739,2400,6.665389060974121
1618903698.0673912,2500,6.648690700531006
1618903719.9256,2600,6.839888572692871
1618903741.834176,2700,6.717324256896973
1618903763.661476,2800,6.631072998046875
1618903807.3755713,3000,6.648547172546387
1618903829.718836,3100,6.200496196746826
1618903851.502504,3200,6.653163433074951
1618903873.4189034,3300,6.603482723236084
1618903895.2294095,3400,6.605914115905762
1618903917.1157975,3500,6.306190013885498
1618903938.9383094,3600,6.854793548583984
1618903961.055087,3700,6.077911376953125
1618903982.8466554,3800,6.68607759475708
1618904004.737615,3900,6.280980110168457
1618904026.5298326,4000,6.361727237701416
1618904048.9385679,4100,6.537972450256348
1618904092.6907825,4300,6.619935035705566
1618904114.5188727,4400,6.503780841827393
1618904136.4450905,4500,6.57259464263916
1618904158.2358773,4600,6.787423610687256
1618904180.142512,4700,6.372231483459473
1618904201.9444027,4800,6.404999256134033
1618904224.1052537,4900,6.342566013336182
1618904245.955869,5000,6.43895149230957
1618904268.1670334,5100,6.411574363708496
1618904290.0196025,5200,6.058653831481934
1618904311.943571,5300,5.878458023071289
1618904333.7598903,5400,6.401943206787109
1618904355.6748729,5500,6.139662265777588
1618904377.4928153,5600,6.182120323181152
1618904399.4111512,5700,5.806774616241455
1618904421.245948,5800,6.129520893096924
1618904443.158426,5900,6.046581745147705
1618904464.9669206,6000,5.979874134063721
1618904487.6221232,6100,5.894996166229248
1618904509.424821,6200,6.084011077880859
1618904531.3570316,6300,5.612879276275635
1618904553.1759353,6400,5.703858375549316
1618904575.1087568,6500,5.402061462402344
1618904596.9326353,6600,6.054528713226318
1618904618.8531463,6700,5.830716609954834
1618904640.6637285,6800,5.588887691497803
1618904662.5686264,6900,5.526478290557861
1618904684.386639,7000,5.424222946166992
1618904706.756862,7100,5.37498664855957
1618904728.539829,7200,5.526933670043945
1618904750.65953,7300,5.068713188171387
1618904772.4913611,7400,5.3577399253845215
1618904794.3788347,7500,5.160376071929932
1618904816.1998053,7600,5.39321756362915
1618904838.078833,7700,5.391124725341797
1618904859.8432937,7800,5.44705057144165
1618904881.6966166,7900,4.938862323760986
1618904903.4706213,8000,5.153042316436768
1618904925.8648303,8100,5.13621711730957
1618904947.6254926,8200,5.027992248535156
1618904969.494077,8300,5.143135070800781
1618904991.258494,8400,5.035489559173584
1618905013.3128753,8500,4.841689109802246
1618905035.1009948,8600,5.167740821838379
1618905057.01321,8700,4.904358863830566
1618905078.8452408,8800,5.072894096374512
1618905100.7340157,8900,4.685105800628662
1618905122.5595603,9000,4.9449615478515625
1618905144.757447,9100,4.811398029327393
1618905166.575094,9200,4.494856357574463
1618905188.462824,9300,4.429672718048096
1618905210.257422,9400,4.6003851890563965
1618905232.1614048,9500,4.516656875610352
1618905253.9771643,9600,4.769680500030518
1618905276.1134713,9700,4.502245903015137
1618905297.8975656,9800,4.65530252456665
1618905319.80421,9900,4.547440528869629
1618905341.6658514,10000,4.46729040145874
1618905364.4816062,10100,4.536232948303223
1618905386.357928,10200,4.643004894256592
1618905408.2917628,10300,4.888131618499756
1618905430.0835164,10400,4.641610145568848
1618905451.9850032,10500,4.363613128662109
1618905473.7921627,10600,4.294702529907227
1618905495.6745667,10700,4.484260559082031
1618905517.478108,10800,4.256686687469482
1618905539.6734648,10900,4.182015419006348
1618905561.4995525,11000,3.9303832054138184
1618905583.8943837,11100,4.192320823669434
1618905605.6947467,11200,4.17221212387085
1618905627.5765467,11300,4.127478122711182
1618905649.3819582,11400,4.135615348815918
1618905671.231785,11500,3.729213237762451
1618905693.0542514,11600,3.963625431060791
1618905715.014161,11700,4.297418594360352
1618905736.820148,11800,4.229475498199463
1618905758.6865294,11900,4.063654899597168
1618905780.5172684,12000,3.80708646774292
1618905803.1795456,12100,4.180325508117676
1618905825.087992,12200,3.925553560256958
1618905846.984319,12300,4.014870643615723
1618905868.7490833,12400,3.7809665203094482
1618905890.6505246,12500,3.5368058681488037
1618905912.4580545,12600,3.8305108547210693
1618905934.3673487,12700,3.613856792449951
1618905956.2011414,12800,3.7717223167419434
1618905999.8589857,13000,3.7957921028137207
1618906021.9557614,13100,3.9917562007904053
1618906043.7395916,13200,3.519557476043701
1618906065.8915625,13300,3.614274501800537
1618906087.7239463,13400,3.6370272636413574
1618906109.618913,13500,3.636181592941284
1618906131.4307005,13600,3.317211151123047
1618906153.3351078,13700,3.7832274436950684
1618906175.1321065,13800,3.406510591506958
1618906196.9899325,13900,3.3173534870147705
1618906218.7761045,14000,3.696991443634033
1618906241.1862206,14100,3.488267183303833
1618906262.9930472,14200,3.6816680431365967
1618906284.8706455,14300,3.5786519050598145
1618906306.6386511,14400,3.4419567584991455
1618906328.7456331,14500,3.4075071811676025
1618906350.5510664,14600,3.094658136367798
1618906372.4311383,14700,3.2594518661499023
1618906394.2565136,14800,3.381376266479492
1618906416.1646836,14900,3.2593204975128174
1618906438.0061343,15000,3.154600143432617
1618906460.4125352,15100,3.1423394680023193
1618906482.2444913,15200,3.121472120285034
