Wall time,Step,Value
1621222145.64336,200,0.743835389614105
1621222230.53119,400,0.583607077598572
1621222315.40452,600,0.581198930740356
1621222358.02761,700,0.416225492954254
1621222442.92775,900,0.320985168218613
1621222528.18246,1100,0.259324193000793
1621222570.60194,1200,0.195618078112602
1621222613.68569,1300,0.169537514448166
1621222656.06383,1400,0.158019110560417
1621222698.64997,1500,0.213789165019989
1621222741.08361,1600,0.12537869811058
1621222783.67131,1700,0.110837988555431
1621222826.02557,1800,0.16436080634594
1621222868.6154,1900,0.12458224594593
1621222911.00806,2000,0.151379212737083
1621222954.13094,2100,0.099976748228073
1621223039.09329,2300,0.081766694784165
1621223124.57967,2500,0.075077190995216
1621223167.04202,2600,0.152802020311356
1621223252.07694,2800,0.141199678182602
1621223380.06797,3100,0.115468367934227
1621223422.71259,3200,0.098488248884678
1621223465.53252,3300,0.081461764872074
1621223508.13411,3400,0.104692108929157
1621223550.96219,3500,0.05588972941041
1621223636.37537,3700,0.068191044032574
1621223763.77854,4000,0.070196472108364
1621223806.86686,4100,0.139230534434319
1621223891.89033,4300,0.152563944458962
1621223934.27985,4400,0.057923674583435
1621223976.84519,4500,0.126520693302155
1621224019.25369,4600,0.06046075373888
1621224061.77809,4700,0.163078024983406
1621224104.13739,4800,0.165794253349304
1621224189.65656,5000,0.080279342830181
1621224232.61254,5100,0.135777190327644
1621224359.95925,5400,0.172921091318131
1621224402.53305,5500,0.178735360503197
1621224444.9099,5600,0.046941876411438
1621224487.45557,5700,0.179634779691696
1621224529.85096,5800,0.115951605141163
1621224658.39891,6100,0.330510050058365
1621224700.8071,6200,0.122717596590519
1621224743.38662,6300,0.077463142573834
1621224785.82383,6400,0.148116618394852
1621224828.35452,6500,0.104039542376995
1621224870.7322,6600,0.15038800239563
1621224913.36662,6700,0.149687051773071
1621224955.77726,6800,0.063186146318913
1621224998.31598,6900,0.055823784321547
1621225040.69408,7000,0.096183776855469
1621225125.89382,7200,0.109377644956112
1621225168.96129,7300,0.177356392145157
1621225211.37578,7400,0.039624437689781
1621225254.02353,7500,0.054609872400761
1621225339.03716,7700,0.265917152166367
1621225424.10473,7900,0.084802731871605
1621225466.49813,8000,0.139879003167152
1621225552.0758,8200,0.29248121380806
1621225594.67238,8300,0.307443737983704
1621225680.16181,8500,0.248943492770195
1621225722.57712,8600,0.491251230239868
1621225765.19632,8700,0.229974091053009
1621225807.58589,8800,0.115025445818901
1621225850.204,8900,0.150940269231796
1621225892.60561,9000,0.212780877947807
1621225978.39349,9200,0.041428107768297
1621226021.25179,9300,0.128278940916061
1621226063.97974,9400,0.141351163387299
1621226106.78616,9500,0.063368953764439
1621226192.85439,9700,0.085744477808476
1621226321.20884,10000,0.075513333082199
1621236174.82171,10100,0.036059901118279
1621236243.58818,10200,0.037625160068274
1621236315.42893,10300,0.305501222610474
1621236459.14838,10500,0.084691062569618
1621236530.70274,10600,0.033547535538673
1621236602.76421,10700,0.239837199449539
1621236818.02435,11000,0.210940420627594
1621236890.57673,11100,0.055021695792675
1621237106.17258,11400,0.076938435435295
1621237322.04579,11700,0.031964849680662
1621237393.65729,11800,0.100780375301838
1621237465.84909,11900,0.129705846309662
1621237537.45196,12000,0.125585794448853
1621237609.89045,12100,0.158418759703636
1621237825.79668,12400,0.22657585144043
1621237898.30103,12500,0.19654056429863
1621237970.09112,12600,0.036474272608757
1621238042.06522,12700,0.148726940155029
1621238113.95027,12800,0.247728943824768
1621238257.61019,13000,0.036049440503121
1621238329.80977,13100,0.141336113214493
1621238545.25249,13400,0.04614819213748
1621238761.4909,13700,0.167809352278709
1621238833.1541,13800,0.058845203369856
1621238976.79892,14000,0.237845361232758
1621239121.03023,14200,0.326896041631699
1621239193.07083,14300,0.06959805637598
1621239264.79704,14400,0.30790314078331
1621239336.66309,14500,0.200654223561287
1621239408.32628,14600,0.155486866831779
1621239480.31816,14700,0.074119254946709
1621239624.39089,14900,0.08326818048954
1621239696.18474,15000,0.046835113316774
1621239768.33654,15100,0.076175287365913
1621239839.9859,15200,0.28739458322525
1621239983.58041,15400,0.327665477991104
1621240055.74274,15500,0.022964227944613
1621240127.1771,15600,0.137650549411774
1621240270.7863,15800,0.31238654255867
1621240342.76861,15900,0.041496258229017
1621240414.48159,16000,0.25860071182251
1621240559.16479,16200,0.504219830036163
1621240631.04213,16300,0.135268047451973
1621240774.40963,16500,0.395738989114761
1621240846.11042,16600,0.274873197078705
1621240989.76949,16800,0.035926923155785
1621241061.77835,16900,0.253544270992279
1621241133.50968,17000,0.027763042598963
1621241277.58951,17200,0.169725969433785
1621241350.4763,17300,0.024073321372271
1621241566.28714,17600,0.134239226579666
1621241638.52631,17700,0.022822666913271
1621241710.33566,17800,0.289968192577362
1621241782.23683,17900,0.103977739810944
1621241926.57935,18100,0.167618215084076
1621241998.2347,18200,0.036460660398007
1621242141.5874,18400,0.284291177988052
1621242285.59205,18600,0.125141531229019
1621242357.56473,18700,0.391473203897476
1621242428.97442,18800,0.030567087233067
1621242500.58381,18900,0.109337158501148
1621242644.50402,19100,0.303130894899368
1621242715.88287,19200,0.191421791911125
1621242931.06494,19500,0.093174278736115
1621243218.89735,19900,0.061491776257753
1621243290.46606,20000,0.467908442020416
1621244611.07636,20300,0.048803437501192
1621244682.92761,20400,0.309591263532639
1621244826.62966,20600,0.111010834574699
1621244898.74597,20700,0.079158820211887
1621244970.46649,20800,0.256257981061935
1621245042.33844,20900,0.027186343446374
1621245113.90704,21000,0.147833794355392
1621245330.32886,21300,0.158238172531128
1621245401.94801,21400,0.079664640128613
1621245473.83815,21500,0.021133566275239
1621245545.61675,21600,0.108975768089294
1621245760.85697,21900,0.174283295869827
1621245832.48978,22000,0.124010428786278
1621245905.00469,22100,0.02108827419579
1621245976.55892,22200,0.096756801009178
1621246048.37082,22300,0.446130931377411
1621246120.01783,22400,0.262661725282669
1621246263.99995,22600,0.061653323471546
1621246335.65719,22700,0.097585283219814
1621246407.103,22800,0.131117627024651
1621246550.76013,23000,0.365593791007996
1621246622.93779,23100,0.053402118384838
1621246694.54492,23200,0.256620705127716
1621246766.43659,23300,0.064168877899647
1621246838.11557,23400,0.046634193509817
1621246910.07891,23500,0.051253691315651
1621317448.1156,20100,0.142555236816406
1621317588.69263,20300,0.046118207275868
1621317659.33877,20400,0.176686063408852
1621317800.45847,20600,0.021405771374703
