Wall time,Step,Value
1621573902.02836,100,0.942294418811798
1621573925.72771,200,0.778992295265198
1621573974.88916,400,0.631378710269928
1621574000.44882,500,0.534861147403717
1621574025.41681,600,0.511238217353821
1621574050.21058,700,0.460178822278976
1621574075.37737,800,0.426067143678665
1621574100.51193,900,0.364150524139404
1621574125.21662,1000,0.310915380716324
1621574150.81987,1100,0.304971307516098
1621574175.92517,1200,0.305535107851028
1621574201.07117,1300,0.319268643856049
1621574225.84485,1400,0.23468604683876
1621574251.00606,1500,0.195314884185791
1621574276.09004,1600,0.164933204650879
1621574301.0104,1700,0.320556700229645
1621574325.99699,1800,0.187424927949905
1621574351.09361,1900,0.256650507450104
1621574375.80124,2000,0.137031152844429
1621574401.37142,2100,0.148929476737976
1621574426.34405,2200,0.302480340003967
1621574451.1857,2300,0.171497419476509
1621574476.20734,2400,0.248219281435013
1621574501.3687,2500,0.17695415019989
1621574526.38475,2600,0.156973540782928
1621574551.24062,2700,0.233653038740158
1621574576.26889,2800,0.333028256893158
1621574626.21562,3000,0.157799541950226
1621574651.52645,3100,0.158198311924934
1621574676.59517,3200,0.160690635442734
1621574701.42283,3300,0.135403633117676
1621574726.40449,3400,0.301464825868607
1621574751.56281,3500,0.114159934222698
1621574776.39797,3600,0.327573627233505
1621574801.65917,3700,0.185113102197647
1621574826.79681,3800,0.221360698342323
1621574851.95983,3900,0.115739516913891
1621574876.72433,4000,0.145930960774422
1621574902.46811,4100,0.126081049442291
1621574952.42653,4300,0.218496933579445
1621574977.49359,4400,0.350345999002457
1621575002.66377,4500,0.667633652687073
1621575027.48884,4600,0.120829366147518
1621575052.60945,4700,0.113115347921848
1621575077.62002,4800,0.132692903280258
1621575102.69639,4900,0.107085905969143
1621575127.49239,5000,0.356196850538254
1621575152.89398,5100,0.342545032501221
1621575177.94722,5200,0.268618285655975
1621575202.77831,5300,0.292410105466843
1621575227.80617,5400,0.374445706605911
1621575252.93876,5500,0.133185938000679
1621575277.71751,5600,0.188795924186707
1621575302.76877,5700,0.702138483524323
1621575327.81348,5800,0.184470862150192
1621575352.61632,5900,0.114087283611298
1621575377.66335,6000,0.438668876886368
1621575403.32986,6100,0.563650965690613
1621575428.40089,6200,0.093667916953564
1621575453.2719,6300,0.146953731775284
1621575478.2898,6400,0.136262208223343
1621575503.37756,6500,0.113417945802212
1621575528.08392,6600,0.135139107704163
1621575553.20438,6700,0.239849388599396
1621575578.20324,6800,0.348184049129486
1621575603.00691,6900,0.182134121656418
1621575627.98343,7000,0.272892862558365
1621575653.53458,7100,0.353254467248917
1621575678.25645,7200,0.106047473847866
1621575703.49035,7300,0.204717814922333
1621575728.62979,7400,0.197724103927612
1621575753.8857,7500,0.160200744867325
1621575778.69627,7600,0.40289831161499
1621575803.9631,7700,0.370164036750794
1621575829.21378,7800,0.367164045572281
1621575854.04022,7900,0.159287095069885
1621575879.13724,8000,0.370308518409729
1621575904.83337,8100,0.376875996589661
1621575929.55128,8200,0.187833309173584
1621575954.61311,8300,0.610950529575348
1621575979.62596,8400,0.253593891859055
1621576004.73837,8500,0.376317203044891
1621576029.4939,8600,0.258419901132584
1621576054.58269,8700,0.319723784923553
1621576079.56377,8800,0.076956294476986
1621576104.33125,8900,0.276470273733139
1621576129.30284,9000,0.078299760818482
1621576154.69997,9100,0.374759882688522
1621576179.48845,9200,0.32900208234787
1621576204.58448,9300,0.149905472993851
1621576229.57638,9400,0.107751861214638
1621576254.35663,9500,0.207355335354805
1621576279.32188,9600,0.358629763126373
1621576304.403,9700,0.106945589184761
1621576329.36413,9800,0.199550345540047
1621576354.20316,9900,0.13955146074295
1621576379.15128,10000,0.10153716057539
1621577808.70782,10100,0.255893230438232
1621577834.02378,10200,0.24560421705246
1621577859.07455,10300,0.144430235028267
1621577883.88601,10400,0.299750030040741
1621577909.18942,10500,0.459631949663162
1621577934.18124,10600,0.099415116012096
1621577959.01261,10700,0.715332925319672
1621577984.17633,10800,0.114450238645077
1621578009.30935,10900,0.257005989551544
1621578034.00261,11000,0.253879576921463
1621578059.34065,11100,0.127216711640358
1621578084.50547,11200,0.097072921693325
1621578109.69875,11300,0.520610094070435
1621578134.54418,11400,0.122231893241405
1621578159.58732,11500,0.156055748462677
1621578184.60859,11600,0.365788877010346
1621578209.51336,11700,0.288105547428131
1621578234.52187,11800,0.172471925616264
1621578259.71108,11900,0.374568462371826
1621578284.50694,12000,0.233046188950539
1621578310.14587,12100,0.22419385612011
